"gender_feedback","admin_shown","sciences_shown","public_shown","female_pick","admin_pick","sciences_pick","public_pick","citizenship","gender","base_gender","choice1","choice2","choice3","choice4","choice5","choice6","choice7","gender_region","female_eastern","female_western","race","age","gender_code","race_code"
0,1,1,1,0,0,1,1,"Eastern","Man",2,"Gontard","Kyongae","Dino","Kobchitt","Banjerd","Sandu","Pichaet","Male_Eastern",0,0,"Asian / Pacific Islander",32,1,0
0,1,1,1,0,0,1,1,"Western","Man",1,"Yunhui","Banjerd","Dino","Jinghua","Choong-soo","Longjin","Ghillean","Male_Western",0,0,"White / Caucasian",42,1,1
1,1,0,1,0,0,1,1,"Western","Man",1,"Sujin","Arun","Dorothy","Sung-chul","Somsak","In-jin","Luis","Male_Western",0,0,"White / Caucasian",33,1,1
1,1,1,0,0,0,0,1,"Western","Woman",2,"Sung-hee","Alastair","Banjerd","Yong-pil","Garry","Bettine","Ditmar","Male_Western",0,0,"White / Caucasian",32,0,1
0,1,1,1,0,0,0,0,"Eastern","Woman",1,"Arun","Sujin","Dino","Russell","Mariassunta","Shaiwatna","Yong-pil","Male_Eastern",0,0,"White / Caucasian",43,0,1
1,1,1,0,0,0,1,1,"Eastern","Man",1,"Jan","Kwang-je","Dino","Sandu","Maria","Xuetao","Kitti","Male_Eastern",0,0,"Hispanic / Latinx",56,1,0
0,1,1,1,0,0,0,1,"Eastern","Woman",1,"Krasae","Xinyuan","Xiaoyi","Banjerd","Shenggen","Ditmar","Xuetao","Male_Eastern",0,0,"White / Caucasian",44,0,1
1,1,1,0,0,0,0,1,"Western","Non-binary",2,"Hong-nam","Krasae","Wedig","Luis","Kitti","Niyada","Garry","Male_Western",0,0,"White / Caucasian",57,0,1
1,0,1,1,0,0,1,1,"Eastern","Man",1,"Ludger","Dino","Kil-nam","Raymond","Ditmar","Greta","Jinghua","Male_Eastern",0,0,"Black or African American",42,1,0
1,1,1,0,1,0,0,0,"Eastern","Man",2,"Alastair","Beatrix","Arunrat","Canfa","Weilie","Sujin","Bok-ryeo","Female_Eastern",1,0,"Hispanic / Latinx",37,1,0
1,0,1,1,1,0,1,1,"Eastern","Man",1,"Ailsa","Allen","Ping","Canfa","Sujin","Shenggen","Yunhui","Female_Eastern",1,0,"White / Caucasian",65,1,1
0,1,1,1,1,0,0,1,"Eastern","Woman",2,"Krasae","Sucheng","Canfa","Kil-nam","Demetrio","Anthea","Kobchitt","Female_Eastern",1,0,"White / Caucasian",46,0,1
1,1,1,0,0,0,1,1,"Western","Man",2,"Sandu","Kobchitt","Rachel","Krasae","Alastair","Xinyuan","Ghillean","Male_Western",0,0,"White / Caucasian",29,1,1
0,1,1,1,0,0,0,0,"Eastern","Woman",1,"Yinhe","Canfa","Arun","Dino","Alastair","Xinyuan","In-jin","Male_Eastern",0,0,"White / Caucasian",33,0,1
0,1,1,1,1,0,0,1,"Western","Woman",1,"Ky-chun","Arun","Job-Gunter","Catharine","Dino","Choong-soo","Ana","Female_Western",0,1,"Black or African American",39,0,0
0,1,1,1,1,0,0,1,"Western","Man",1,"Xinyuan","Garry","Renato","Krisana","Krasae","In-jin","Melanie","Female_Western",0,1,"White / Caucasian",66,1,1
1,1,1,0,1,0,1,1,"Eastern","Man",1,"Sung-chul","Shaiwatna","Gontard","Roberto","Krasae","Dorothy","Krisana","Female_Eastern",1,0,"Black or African American",34,1,0
1,1,1,0,0,0,0,1,"Eastern","Woman",1,"In-jin","Roberto","Yinhe","Krasae","Ludger","Xinyuan","Banjerd","Male_Eastern",0,0,"White / Caucasian",74,0,1
1,1,1,0,0,0,1,1,"Western","Woman",1,"Pasuk","Xinyuan","Yong-pil","Sujin","Udo","Jinghua","Ghillean","Male_Western",0,0,"White / Caucasian",38,0,1
1,1,1,0,0,0,1,1,"Eastern","Man",2,"Mandy","Russell","Renata","Raymond","Roberto","Xuetao","Kwang-je","Male_Eastern",0,0,"Asian / Pacific Islander",36,1,0
0,1,1,1,0,0,1,1,"Eastern","Woman",1,"Sujin","Shenggen","Junliang","Arunrat","Job-Gunter","Alastair","Shaiwatna","Male_Eastern",0,0,"White / Caucasian",55,0,1
1,1,1,0,1,0,0,1,"Western","Woman",0,"Sandu","Gerardo","Engelbert","Shenggen","Gontard","Jong-sei","Ailsa","Female_Western",0,1,"White / Caucasian",34,0,1
1,0,1,1,1,0,1,0,"Eastern","Woman",1,"Roberto","Ghillean","Arun","Xinyuan","Heike","Raymond","Wenying","Female_Eastern",1,0,"White / Caucasian",39,0,1
0,1,1,1,0,0,1,1,"Eastern","Man",0,"Ditmar","Krasae","Jan","Nidhi","Choong-soo","Weilie","Kwang-je","Male_Eastern",0,0,"Black or African American",54,1,0
0,1,1,1,0,0,0,1,"Western","Woman",1,"Dino","Kil-nam","Alastair","Xinyuan","Catriona","Ghillean","Ditmar","Male_Western",0,0,"White / Caucasian",44,0,1
0,1,1,1,1,0,1,1,"Western","Woman",0,"Somran","Kitti","Engelbert","Xinyuan","Arun","Gontard","Shareen","Female_Western",0,1,"White / Caucasian",50,0,1
1,1,0,1,0,0,0,0,"Eastern","Man",0,"Gernulf","Sandu","Ping","Ky-chun","Job-Gunter","Raymond","Krasae","Male_Eastern",0,0,"White / Caucasian",71,1,1
0,1,1,1,0,0,0,1,"Eastern","Woman",2,"Demetrio","Catriona","Banjerd","Xiaoyi","Xuetao","Russell","Shenggen","Male_Eastern",0,0,"White / Caucasian",52,0,1
1,1,1,0,0,0,0,0,"Eastern","Woman",1,"Xuhua","Catharine","Lino","Xinyuan","Luis","Engelbert","In-jin","Male_Eastern",0,0,"Asian / Pacific Islander",44,0,0
1,1,1,0,0,0,1,1,"Western","Man",2,"Ian","Ping","Weilie","Beatrix","Lucetta","Kil-nam","Dino","Male_Western",0,0,"White / Caucasian",36,1,1
0,1,1,1,0,0,1,0,"Eastern","Woman",0,"Demetrio","Job-Gunter","Xuetao","Choong-soo","Nidhi","Raymond","Jong-sei","Male_Eastern",0,0,"White / Caucasian",35,0,1
1,1,1,0,0,0,0,0,"Eastern","Woman",1,"Greta","Ludger","Engelbert","Canfa","Choong-soo","Xuetao","Krasae","Male_Eastern",0,0,"White / Caucasian",36,0,1
0,1,1,1,0,0,0,1,"Eastern","Woman",1,"In-ho","Dino","Roberto","Weilie","Xuhua","Arun","Kil-nam","Male_Eastern",0,0,"White / Caucasian",64,0,1
0,1,1,1,0,0,0,0,"Western","Woman",0,"Russell","Jinghua","Udo","Lionello","Sandu","Sung-chul","Lino","Male_Western",0,0,"White / Caucasian",63,0,1
0,1,1,1,0,0,0,1,"Western","Woman",1,"Roberto","Xuetao","Pilai","Willis","Arun","Sandu","Udo","Male_Western",0,0,"White / Caucasian",45,0,1
1,1,0,1,0,0,0,1,"Eastern","Woman",1,"Kitti","Bethan","Renato","Ghillean","Choong-soo","In-jin","Nidhi","Male_Eastern",0,0,"Black or African American",47,0,0
0,1,1,1,0,0,0,1,"Eastern","Man",2,"Jean","Ditmar","Krasae","Pichaet","Shenggen","Melanie","Nidhi","Male_Eastern",0,0,"White / Caucasian",45,1,1
0,1,1,1,0,0,0,1,"Eastern","Another gender not listed here:",0,"Canfa","Dino","Krasae","Ciro","Somran","Ditmar","Nidhi","Male_Eastern",0,0,"American Indian or Alaskan Native",40,0,0
1,1,1,0,0,0,1,0,"Eastern","Woman",1,"Jinghua","Engelbert","Yong-pil","Choong-soo","Gernulf","Hwa-jin","Longjin","Male_Eastern",0,0,"White / Caucasian",40,0,1
0,1,1,1,0,0,0,1,"Eastern","Man",2,"Engelbert","Augusta","Sung-chul","Dorothy","Alastair","Krasae","Bong-ho","Male_Eastern",0,0,"Black or African American",36,1,0
1,0,1,1,0,0,1,0,"Western","Man",0,"Ping","Saksri","In-jin","Jan","Bong-ho","Gerardo","Allen","Male_Western",0,0,"Asian / Pacific Islander",40,1,0
0,1,1,1,0,0,0,0,"Eastern","Woman",1,"Engelbert","Kitti","Xuetao","Sung-chul","Ghillean","Mariassunta","Ky-chun","Male_Eastern",0,0,"White / Caucasian",40,0,1
1,1,1,0,0,0,0,1,"Western","Woman",1,"Alastair","Job-Gunter","Roberto","Xuetao","Krisana","Gernulf","Engelbert","Male_Western",0,0,"White / Caucasian",54,0,1
0,1,1,1,0,0,1,1,"Western","Man",3,"Heike","Xuetao","Shaiwatna","Runglawan","Mandy","Shenggen","Ferdinando","Male_Western",0,0,"White / Caucasian",49,1,1
0,1,1,1,0,0,1,0,"Western","Woman",0,"Shaiwatna","Dino","Alastair","Xuetao","Renato","Gontard","Allen","Male_Western",0,0,"Black or African American",37,0,0
1,1,1,0,0,0,1,1,"Eastern","Man",1,"Ian","Somsak","Saksri","Sandu","Heike","Weilie","Kitti","Male_Eastern",0,0,"White / Caucasian",40,1,1
1,1,1,0,1,0,0,1,"Western","Woman",1,"Junliang","Jong-sei","Longjin","Roberto","Ning","Jinghua","Ailsa","Female_Western",0,1,"White / Caucasian",28,0,1
1,1,1,0,1,0,1,1,"Western","Man",1,"Ghillean","Pilai","Sandu","Dino","In-jin","Jinghua","Maria","Female_Western",0,1,"White / Caucasian",28,1,1
0,1,1,1,0,0,0,1,"Eastern","Woman",2,"Niyada","Choon-mie","Pichaet","In-jin","Somran","Yong-pil","Xuetao","Male_Eastern",0,0,"White / Caucasian",37,0,1
0,1,1,1,1,0,0,1,"Western","Woman",1,"Claus-Peter","Dino","Ana","Krasae","Yong-pil","Xuhua","Mariassunta","Female_Western",0,1,"Black or African American",63,0,0
1,1,1,0,0,0,0,1,"Eastern","Woman",2,"Alastair","Engelbert","Ferdinando","Thida","Miaoqing","Krasae","Ping","Male_Eastern",0,0,"Asian / Pacific Islander",31,0,0
0,1,1,1,1,0,1,1,"Western","Man",1,"Kil-nam","Kitti","Demetrio","Gontard","Renata","Lionello","Dorothy","Female_Western",0,1,"White / Caucasian",50,1,1
0,1,1,1,0,0,0,1,"Eastern","Man",2,"Arun","Melanie","Kitti","Saksri","Weilie","Mariassunta","Canfa","Male_Eastern",0,0,"White / Caucasian",39,1,1
1,0,1,1,1,0,0,1,"Western","Man",1,"Krasae","Ghillean","Li","Jong-sei","Yong-pil","Lionello","Mariassunta","Female_Western",0,1,"White / Caucasian",37,1,1
0,1,1,1,0,0,1,0,"Eastern","Woman",2,"Krasae","Xuetao","Ian","Ailsa","Pichaet","Zhizhen","Jong-sei","Male_Eastern",0,0,"Black or African American",65,0,0
1,0,1,1,1,0,0,0,"Eastern","Woman",0,"Udo","Kitti","Ping","Sandu","Gernulf","Ditmar","In-ho","Female_Eastern",1,0,"White / Caucasian",49,0,1
0,1,1,1,1,0,1,1,"Eastern","Man",1,"Xinyuan","Heike","Jong-sei","Alastair","Somsak","Xuhua","Zhizhen","Female_Eastern",1,0,"White / Caucasian",77,1,1
1,0,1,1,1,0,0,1,"Western","Woman",0,"Engelbert","Xuetao","Kwang-je","Demetrio","Jinghua","Gernulf","Trude","Female_Western",0,1,"White / Caucasian",31,0,1
0,1,1,1,0,0,1,0,"Eastern","Man",1,"Ferdinando","Xinyuan","Bong-ho","Choong-soo","Weilie","Miaoqing","Jong-sei","Male_Eastern",0,0,"White / Caucasian",56,1,1
1,1,1,0,0,0,1,1,"Eastern","Woman",1,"Somsak","Choong-soo","Shenggen","Xuetao","Weilie","Rachel","Xinyuan","Male_Eastern",0,0,"Asian / Pacific Islander",47,0,0
1,1,1,0,1,0,0,1,"Western","Man",1,"Xuetao","Shenggen","Pilai","Kitti","Sandu","Engelbert","Heike","Female_Western",0,1,"White / Caucasian",63,1,1
1,0,1,1,0,0,0,1,"Eastern","Man",2,"Anthea","Demetrio","Jan","Udo","Kitti","Stefania","Baek-in","Male_Eastern",0,0,"White / Caucasian",33,1,1
0,1,1,1,0,0,0,1,"Eastern","Woman",1,"Thida","Alastair","Jinghua","Claus-Peter","Xuetao","Engelbert","Shenggen","Male_Eastern",0,0,"White / Caucasian",65,0,1
0,1,1,1,1,0,0,1,"Western","Woman",1,"Roberto","Junliang","Krisana","Ludger","Yong-pil","Alastair","Ailsa","Female_Western",0,1,"White / Caucasian",49,0,1
0,1,1,1,0,0,1,0,"Western","Woman",0,"Willis","Junliang","Sujin","Jan","Nidhi","Wedig","Allen","Male_Western",0,0,"White / Caucasian",64,0,1
1,0,1,1,1,0,0,1,"Eastern","Woman",2,"Xinyuan","Claus-Peter","Hong-nam","Jong-sei","Shareen","Baek-in","Niyada","Female_Eastern",1,0,"White / Caucasian",26,0,1
1,1,0,1,1,0,1,1,"Western","Man",0,"Alastair","Xinyuan","Kitti","Engelbert","Sandu","Arun","Shareen","Female_Western",0,1,"Hispanic / Latinx",32,1,0
0,1,1,1,0,0,1,1,"Eastern","Man",2,"Sandu","Ailsa","Xinyuan","Ghillean","Dino","Kobchitt","Pichaet","Male_Eastern",0,0,"White / Caucasian",41,1,1
0,1,1,1,0,0,0,1,"Western","Woman",1,"Ludger","Demetrio","Dorothy","Canfa","Sung-chul","Ghillean","Arun","Male_Western",0,0,"White / Caucasian",59,0,1
0,1,1,1,0,0,1,0,"Eastern","Man",2,"Dino","Ferdinando","Kyongae","Sandu","Dorothy","Xuetao","Jong-sei","Male_Eastern",0,0,"White / Caucasian",38,1,1
0,1,1,1,0,0,0,0,"Eastern","Man",2,"Dorothy","In-jin","Weilie","Junliang","Claus-Peter","Alma","Krasae","Male_Eastern",0,0,"White / Caucasian",35,1,1
1,1,1,0,0,0,1,1,"Eastern","Woman",0,"Russell","Ferdinando","Somsak","Kwang-je","Dino","Gernulf","Sujin","Male_Eastern",0,0,"White / Caucasian",33,0,1
1,0,1,1,0,0,0,1,"Eastern","Man",0,"Shaiwatna","Jong-sei","Dino","Willis","Xuhua","Job-Gunter","Banjerd","Male_Eastern",0,0,"White / Caucasian",47,1,1
0,1,1,1,0,0,0,1,"Eastern","Man",0,"Sung-chul","Gerardo","Xuetao","Russell","Weilie","Yong-pil","Bong-ho","Male_Eastern",0,0,"White / Caucasian",43,1,1
1,1,1,0,1,0,0,1,"Western","Woman",2,"Gontard","Dino","Mechtild","Krasae","Ning","Bong-ho","Alma","Female_Western",0,1,"White / Caucasian",69,0,1
1,0,1,1,1,0,0,1,"Western","Woman",2,"Russell","Renata","Luis","Hwa-jin","Arun","Gerardo","Rachel","Female_Western",0,1,"White / Caucasian",43,0,1
1,0,1,1,0,0,0,0,"Eastern","Woman",1,"In-ho","Alastair","Demetrio","Sung-chul","Xuetao","Ludger","Choong-soo","Male_Eastern",0,0,"Asian / Pacific Islander",30,0,0
0,1,1,1,0,0,0,1,"Western","Man",1,"Wedig","Ky-chun","Catharine","Ping","Luis","Bong-ho","Willis","Male_Western",0,0,"White / Caucasian",49,1,1
0,1,1,1,0,0,0,1,"Eastern","Man",2,"Lucetta","Dong","Nidhi","Ky-chun","Claus-Peter","Junliang","Weilie","Male_Eastern",0,0,"Black or African American",31,1,0
0,1,1,1,0,0,1,1,"Eastern","Woman",1,"Arun","Sujin","Catharine","Choong-soo","Udo","Bong-ho","Kitti","Male_Eastern",0,0,"White / Caucasian",59,0,1
0,1,1,1,0,0,0,1,"Western","Woman",2,"Canfa","Allen","Dorothy","Xinyuan","Xuetao","Hong-nam","Renato","Male_Western",0,0,"White / Caucasian",26,0,1
1,1,1,0,0,0,0,0,"Eastern","Woman",2,"Dorothy","Roberto","Mariassunta","Dino","Pichaet","Lionello","Junliang","Male_Eastern",0,0,"Black or African American",57,0,0
0,1,1,1,0,0,0,1,"Western","Man",3,"Ciro","Lucetta","Sujin","Dong","Jong-sei","Krisana","Roberto","Male_Western",0,0,"Asian / Pacific Islander",41,1,0
1,0,1,1,1,0,0,1,"Western","Man",1,"Xinyuan","Willis","Saksri","Gernulf","Isabel","Job-Gunter","Mandy","Female_Western",0,1,"White / Caucasian",29,1,1
1,1,1,0,0,0,1,1,"Eastern","Woman",3,"In-young","Gerardo","Kitti","Eugenia","Engelbert","Beatrix","Pichaet","Male_Eastern",0,0,"White / Caucasian",52,0,1
0,1,1,1,0,0,0,0,"Eastern","Woman",1,"Engelbert","Xuetao","Dino","Alastair","Shenggen","Krisana","Krasae","Male_Eastern",0,0,"Asian / Pacific Islander",71,0,0
0,1,1,1,0,0,0,0,"Eastern","Man",3,"Dorothy","Li","Garry","Beatrix","Shenggen","Dino","Krasae","Male_Eastern",0,0,"White / Caucasian",68,1,1
0,1,1,1,0,0,0,1,"Eastern","Man",1,"Gernulf","Job-Gunter","Krasae","Udo","Bok-ryeo","Canfa","Weilie","Male_Eastern",0,0,"White / Caucasian",66,1,1
0,1,1,1,0,0,1,1,"Western","Man",1,"Choong-soo","Ghillean","Krasae","Saksri","Claus-Peter","Zhizhen","Ciro","Male_Western",0,0,"Hispanic / Latinx",53,1,0
0,1,1,1,0,0,1,1,"Western","Woman",2,"Nidhi","Eugenia","Alastair","Xinyuan","Arun","Zhizhen","Dino","Male_Western",0,0,"Hispanic / Latinx",39,0,0
1,0,1,1,0,0,0,1,"Western","Woman",1,"Garry","Shenggen","Luis","Kesree","Xuhua","Udo","Gernulf","Male_Western",0,0,"Black or African American",33,0,0
1,1,0,1,0,0,0,1,"Western","Woman",3,"Roberto","Xinyuan","Hwa-jin","Pasuk","Catriona","Kitti","Gontard","Male_Western",0,0,"White / Caucasian",47,0,1
0,1,1,1,0,0,0,1,"Western","Woman",3,"Jong-sei","Ditmar","Yeong-hui","Gontard","Greta","Xiaoyi","Lionello","Male_Western",0,0,"White / Caucasian",46,0,1
0,1,1,1,0,0,0,1,"Eastern","Man",1,"Xinyuan","Yong-pil","Sung-chul","Canfa","Shareen","Sandu","Bong-ho","Male_Eastern",0,0,"White / Caucasian",27,1,1
1,1,1,0,1,0,0,1,"Western","Woman",0,"Kitti","Gontard","Willis","Nidhi","Job-Gunter","Banjerd","Dora","Female_Western",0,1,"White / Caucasian",33,0,1
1,0,1,1,0,0,1,1,"Eastern","Man",2,"Udo","Sung-hee","Garry","Ferdinando","Catriona","Ditmar","Kitti","Male_Eastern",0,0,"White / Caucasian",46,1,1
0,1,1,1,0,0,1,1,"Western","Man",1,"Krasae","Shaiwatna","Engelbert","Raymond","Jan","Lucetta","Alastair","Male_Western",0,0,"White / Caucasian",41,1,1
0,1,1,1,0,0,1,1,"Eastern","Man",1,"Ethel","Willis","Jinghua","Ferdinando","Lino","Wedig","Somran","Male_Eastern",0,0,"Hispanic / Latinx",39,1,0
1,1,1,0,1,0,1,0,"Eastern","Woman",1,"Jean","Ian","Longjin","Luis","Krasae","Sandu","Ning","Female_Eastern",1,0,"Black or African American",61,0,0
0,1,1,1,0,0,0,1,"Eastern","Woman",2,"Kesree","Anthea","Luis","Arun","Job-Gunter","Allen","Kil-nam","Male_Eastern",0,0,"White / Caucasian",44,0,1
0,1,1,1,0,0,0,1,"Western","Woman",1,"Luis","Jan","Xuhua","Raymond","Weilie","Dorothy","Renato","Male_Western",0,0,"White / Caucasian",43,0,1
0,1,1,1,0,0,1,1,"Western","Man",1,"Wedig","Somran","Rachel","Kwang-je","Xinyuan","Jinghua","Ghillean","Male_Western",0,0,"White / Caucasian",31,1,1
1,1,1,0,0,0,0,1,"Western","Man",4,"Hwa-jin","Xiaoyi","Bettine","Willis","Ghillean","Augusta","Lionello","Male_Western",0,0,"White / Caucasian",45,1,1
1,0,1,1,0,0,1,1,"Eastern","Man",2,"Eugenia","Dorothy","Xuhua","Udo","Bong-ho","Renato","Kitti","Male_Eastern",0,0,"White / Caucasian",40,1,1
1,1,1,0,0,0,0,0,"Eastern","Woman",2,"Gernulf","Xinyuan","Raymond","Kobchitt","Lucetta","Ludger","In-jin","Male_Eastern",0,0,"White / Caucasian",77,0,1
1,1,1,0,0,0,1,0,"Eastern","Man",1,"Krasae","Wedig","Sujin","Allen","Anthea","Dino","Xuhua","Male_Eastern",0,0,"Black or African American",36,1,0
1,1,1,0,1,0,0,1,"Western","Man",0,"Nidhi","Junliang","Ciro","Sujin","Kil-nam","Xuhua","Melanie","Female_Western",0,1,"White / Caucasian",39,1,1
0,1,1,1,1,0,0,1,"Western","Man",0,"Lionello","Gontard","Kitti","Alastair","Demetrio","Arun","Anthea","Female_Western",0,1,"White / Caucasian",33,1,1
0,1,1,1,0,0,1,1,"Western","Woman",2,"Kyongae","Choong-soo","Krasae","Thida","Xuetao","Raymond","Dino","Male_Western",0,0,"White / Caucasian",30,0,1
0,1,1,1,0,0,0,1,"Eastern","Woman",0,"Banjerd","Bong-ho","Arun","Job-Gunter","Dino","Ditmar","Kil-nam","Male_Eastern",0,0,"White / Caucasian",34,0,1
1,1,1,0,0,0,0,1,"Western","Woman",2,"Kobchitt","Canfa","Arun","Xinyuan","Rachel","Dino","Wedig","Male_Western",0,0,"Black or African American",49,0,0
0,1,1,1,0,0,1,1,"Western","Woman",2,"Luis","Lino","Gerardo","Thida","Willis","Bok-ryeo","Ghillean","Male_Western",0,0,"White / Caucasian",44,0,1
0,1,1,1,1,0,0,0,"Eastern","Man",1,"Greta","Kitti","Wedig","Ky-chun","Roberto","Somsak","Li","Female_Eastern",1,0,"White / Caucasian",44,1,1
1,1,1,0,0,0,0,1,"Eastern","Woman",2,"Dorothy","Luis","Claus-Peter","Sandu","Zhizhen","Jong-sei","Xuetao","Male_Eastern",0,0,"Hispanic / Latinx",40,0,0
1,0,1,1,0,0,0,1,"Western","Man",1,"Krasae","Greta","Kwang-je","Gernulf","Banjerd","Weilie","Arun","Male_Western",0,0,"White / Caucasian",63,1,1
1,0,1,1,0,0,1,1,"Eastern","Man",0,"Jan","Gernulf","Dino","Lionello","Allen","Xuhua","Kwang-je","Male_Eastern",0,0,"White / Caucasian",28,1,1
1,1,1,0,1,0,1,0,"Eastern","Man",3,"Ghillean","Renata","In-jin","Sucheng","Dino","Catriona","Chumsri","Female_Eastern",1,0,"White / Caucasian",38,1,1
0,1,1,1,0,0,0,1,"Eastern","Woman",0,"Gontard","Sujin","Lionello","Udo","Saksri","Demetrio","Canfa","Male_Eastern",0,0,"Black or African American",65,0,0
1,0,1,1,1,0,0,1,"Western","Woman",0,"Alastair","Claus-Peter","Kitti","Luis","Ditmar","Roberto","Melanie","Female_Western",0,1,"American Indian or Alaskan Native",44,0,0
1,0,1,1,1,0,1,1,"Western","Woman",2,"Arun","Sung-chul","Kitti","In-young","Sandu","Ning","Shareen","Female_Western",0,1,"White / Caucasian",62,0,1
1,0,1,1,1,0,1,0,"Eastern","Woman",0,"Ditmar","Demetrio","Lionello","Ghillean","Willis","Ky-chun","Ning","Female_Eastern",1,0,"White / Caucasian",44,0,1
1,1,1,0,1,0,0,1,"Western","Man",2,"Bettine","Ping","Allen","Yunhui","Willis","Claus-Peter","Alma","Female_Western",0,1,"White / Caucasian",38,1,1
1,0,1,1,0,0,1,1,"Eastern","Woman",3,"Anthea","Arun","Krasae","Renata","Raymond","Thida","Shaiwatna","Male_Eastern",0,0,"White / Caucasian",34,0,1
0,1,1,1,1,0,0,1,"Western","Man",1,"Choong-soo","Garry","Krisana","Sung-chul","Canfa","Krasae","Anthea","Female_Western",0,1,"White / Caucasian",38,1,1
0,1,1,1,0,0,1,1,"Eastern","Man",1,"Allen","Wenying","Longjin","Shenggen","Xuhua","Yong-pil","Sujin","Male_Eastern",0,0,"White / Caucasian",61,1,1
1,0,1,1,0,0,0,0,"Western","Man",1,"Alastair","Jong-sei","Ky-chun","Renato","Weilie","Renata","Lino","Male_Western",0,0,"White / Caucasian",36,1,1
0,1,1,1,0,0,0,1,"Eastern","Woman",1,"Banjerd","Runglawan","Jong-sei","Shenggen","Raymond","Xuetao","Bong-ho","Male_Eastern",0,0,"White / Caucasian",42,0,1
1,0,1,1,0,0,0,1,"Western","Man",2,"Garry","Ciro","Allen","Kobchitt","Sung-chul","Stefania","Gerardo","Male_Western",0,0,"White / Caucasian",57,1,1
1,0,1,1,0,0,0,1,"Eastern","Woman",2,"Thida","Kitti","Demetrio","Somsak","Ailsa","Udo","Nidhi","Male_Eastern",0,0,"White / Caucasian",71,0,1
0,1,1,1,1,0,1,1,"Western","Man",1,"Longjin","Canfa","Alastair","Miaoqing","Shaiwatna","Xuetao","Shareen","Female_Western",0,1,"White / Caucasian",61,1,1
1,0,1,1,0,0,0,0,"Eastern","Man",2,"Shaiwatna","Anthea","Longjin","Udo","Xuhua","Ning","Choong-soo","Male_Eastern",0,0,"White / Caucasian",44,1,1
0,1,1,1,0,0,1,1,"Western","Man",2,"Alastair","Yeong-hui","Shenggen","Engelbert","Claus-Peter","Lucetta","Ciro","Male_Western",0,0,"Hispanic / Latinx",26,1,0
0,1,1,1,0,0,0,1,"Western","Woman",2,"Krasae","Xinyuan","Alastair","Shareen","Yunhui","Sujin","Gernulf","Male_Western",0,0,"Black or African American",36,0,0
0,1,1,1,1,0,0,1,"Western","Man",0,"Jinghua","Shenggen","Junliang","Demetrio","Russell","Sujin","Bettine","Female_Western",0,1,"White / Caucasian",51,1,1
0,1,1,1,0,0,0,1,"Western","Man",1,"Allen","Xinyuan","Lionello","In-jin","Krasae","Pasuk","Demetrio","Male_Western",0,0,"White / Caucasian",56,1,1
1,0,1,1,1,0,0,1,"Western","Man",1,"Kyongae","Banjerd","Xinyuan","Xuetao","Demetrio","Krasae","Isabel","Female_Western",0,1,"Black or African American",39,1,0
1,1,1,0,1,0,0,1,"Western","Man",0,"Udo","Xinyuan","Job-Gunter","In-jin","Canfa","Shenggen","Lucetta","Female_Western",0,1,"White / Caucasian",56,1,1
1,0,1,1,0,0,1,1,"Eastern","Woman",1,"Dora","Somsak","Russell","Bong-ho","Ghillean","Choong-soo","Shaiwatna","Male_Eastern",0,0,"White / Caucasian",44,0,1
0,1,1,1,0,0,0,1,"Western","Man",1,"Roberto","Dorothy","Kitti","Ky-chun","Garry","In-jin","Gerardo","Male_Western",0,0,"White / Caucasian",77,1,1
0,1,1,1,0,0,1,1,"Western","Man",1,"Jong-sei","Dino","Isabel","Job-Gunter","Ping","Alastair","Luis","Male_Western",0,0,"White / Caucasian",39,1,1
1,1,0,1,0,0,0,1,"Western","Man",1,"Sandu","Alastair","Lionello","Niyada","Engelbert","Renato","Gontard","Male_Western",0,0,"White / Caucasian",67,1,1
1,0,1,1,1,0,0,1,"Western","Man",2,"Arunrat","Sujin","Mandy","Alastair","Ferdinando","Lino","Beatrix","Female_Western",0,1,"Hispanic / Latinx",41,1,0
0,1,1,1,0,0,0,1,"Western","Man",1,"Jan","Raymond","Udo","Somsak","Krasae","Dong","Roberto","Male_Western",0,0,"White / Caucasian",52,1,1
1,0,1,1,0,0,0,0,"Eastern","Woman",1,"Alastair","Xuetao","Longjin","Pilai","Ditmar","Arun","In-jin","Male_Eastern",0,0,"White / Caucasian",29,0,1
0,1,1,1,0,0,1,1,"Eastern","Man",1,"Gernulf","Xinyuan","Kil-nam","Xuhua","Krisana","Krasae","Kwang-je","Male_Eastern",0,0,"Asian / Pacific Islander",33,1,0
1,1,1,0,0,0,1,1,"Eastern","Woman",2,"Sandu","Engelbert","Krisana","Ailsa","Ping","Roberto","Xinyuan","Male_Eastern",0,0,"White / Caucasian",66,0,1
1,1,1,0,1,0,0,1,"Western","Man",1,"Canfa","Ludger","Shenggen","Miaoqing","Dino","Xinyuan","Ailsa","Female_Western",0,1,"White / Caucasian",42,1,1
0,1,1,1,1,0,0,1,"Western","Woman",2,"Jong-sei","Rachel","Xuetao","Shenggen","Zhizhen","Renato","Anty","Female_Western",0,1,"Black or African American",46,0,0
1,1,1,0,0,0,1,0,"Western","Man",1,"Gontard","Claus-Peter","Krisana","Ping","Ghillean","Demetrio","Allen","Male_Western",0,0,"White / Caucasian",47,1,1
0,1,1,1,0,0,0,1,"Western","Man",1,"Ciro","Kyongae","Xuetao","Jong-sei","Dino","Ping","Job-Gunter","Male_Western",0,0,"White / Caucasian",46,1,1
